Latent_factors,Iterations,Learning_Rate,Regularization,Convergence,RMSE,MRR_5,MRR_10,NDCG_5,NDCG_10,History,Time,IterPerformed
10,20,0.001,1,0.001,3.476594945381149,0.03361611876988335,0.040912572169199954,0.03426486470292429,0.04219173813935445,"[3.446522500028168, 3.4446886029993595, 3.4426310867925562, 3.4402975326861, 3.437863010813892, 3.435516925522552, 3.433229492174083, 3.4309962353733434, 3.4288714807492795, 3.4268137924891304, 3.4249336739656964, 3.4232129410893526, 3.421528706339423, 3.419904910336079, 3.4183170895135735, 3.416913412192647, 3.415530299828082, 3.4141980998770074, 3.4128807949446127, 3.411533743607078]",26.695562839508057,20.0
10,20,0.01,0.01,1e-05,3.352903089716586,0.09761399787910922,0.10402843003585314,0.052923182093344096,0.05114342173927621,"[3.4465311636840585, 3.4168839491668863, 3.3939024037812655, 3.375684790472278, 3.3612415499844697, 3.3513994640131073, 3.340998213016312, 3.3335699501384752, 3.3273307374551586, 3.3201132835374745, 3.3146210750514298, 3.309223671779003, 3.303740142277185, 3.30033612726423, 3.2967103481354876, 3.2940268267626043, 3.289448041661557, 3.2859578228128137, 3.283375050619746, 3.27987487032657]",37.53448438644409,20.0
10,20,0.01,0.01,0.001,3.3524051505278982,0.09825026511134677,0.10810146610782878,0.052223210463799956,0.051152029882745094,"[3.4465251060924955, 3.418715050693887, 3.3936271826888706, 3.376150739706876, 3.3616086600169597, 3.3511426921051037, 3.342699174952224, 3.332650263803816, 3.3274771610436797, 3.3200125641686227, 3.3138108010260448, 3.3096125783431893, 3.3042774831377604, 3.299114453677997, 3.295937494858117, 3.2908143729515036, 3.288981241414457, 3.2868138396846205, 3.2830702660717783, 3.279443596483295]",37.87861514091492,20.0
10,20,0.01,0.1,1e-05,3.377599052811486,0.037062566277836696,0.04561640492181319,0.02393836373079817,0.0285511263660128,"[3.4465662563216513, 3.4189310082957083, 3.398411859693145, 3.3814271261221074, 3.3690065188000218, 3.359672366919983, 3.353213056187469, 3.3476894543714097, 3.3408127978196527, 3.337892341903517, 3.3324144008496512, 3.329922492106434, 3.3254394220135124, 3.322342594545556, 3.3219700989267653, 3.319762454659796, 3.316615337616899, 3.3130203385234545, 3.310501350108428, 3.3084943925756956]",41.8506600856781,20.0
10,20,0.01,0.1,0.001,3.3939496538053744,0.053658536585365846,0.06304305744920803,0.03489796289334747,0.03998021709890168,"[3.4465758469517627, 3.4197870187991035, 3.3965429701114336, 3.380056179295801, 3.36999582347577, 3.359038165389646, 3.3521837552870966, 3.3454075028335515, 3.3401739764318683, 3.3358211890635565, 3.332943204869079, 3.32873035227924, 3.325507126795648, 3.325049195444507]",26.647626399993896,14.0
10,20,0.01,1,1e-05,3.407298954437514,0.02594556380346412,0.03302698244373748,0.024380461129853415,0.02884363792145023,"[3.4465611542034056, 3.425445532246987, 3.4111870137206366, 3.399224272365167, 3.391622381437852, 3.385262054685667, 3.3784082896348293, 3.3736222297827982, 3.369896675689638, 3.3659088057203355, 3.362778987991655, 3.357857557947082, 3.354765413638786, 3.3515266181778527, 3.3527210170708983, 3.3497035319093182, 3.348070286267937, 3.3460021310050854, 3.344061174282268, 3.340991023038259]",46.08229970932007,20.0
10,20,0.01,1,0.001,3.4069590463034793,0.028172499116295508,0.03491137706408119,0.028904972064696045,0.03443800583274265,"[3.4465201849004496, 3.424934078580676, 3.4105433608339384, 3.4003839153095687, 3.3925231402138647, 3.385034835070628, 3.379381949091576, 3.3748138358362962, 3.36856971414871, 3.3646865543070503, 3.3632504097807057, 3.359872482680193, 3.357979042878862, 3.354329495752531, 3.3522351697444206, 3.349122709486409, 3.3477289639060688, 3.3441345267456923, 3.342319849399374, 3.3407036671562604]",52.4585177898407,20.0
10,20,0.1,0.01,1e-05,,0.0,0.0,0.006127292662041702,0.007123895199632917,"[3.446529294580049, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",41.21170926094055,20.0
10,20,0.1,0.01,0.001,,0.0,0.0,0.006127292662041702,0.007123895199632917,"[3.4465695351551844, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",39.51395583152771,20.0
10,20,0.1,0.1,1e-05,,0.0,0.0,0.006127292662041702,0.007123895199632917,"[3.4465276309599098, 3.3301478257048833, 3.295721099316982, 3.279885412693836, 3.2757679102016968, 3.2630032123610873, 3.2549036923834618, 3.2577981019231546, 3.2585784494053764, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",39.63499593734741,20.0
10,20,0.1,0.1,0.001,3.330312809618303,0.06230116648992577,0.07206189297917825,0.03182273000072079,0.03256242432354077,"[3.4465308133471, 3.335557981399997, 3.3054636793989403, 3.27789793122062, 3.269655313061637, 3.261184716107378, 3.256170450884935, 3.2569654315165573]",13.635774850845337,8.0
10,20,0.1,1,1e-05,3.376250374508284,0.017674089784376103,0.018840579710144925,0.010086338165600443,0.00794114455882856,"[3.4464972168221686, 3.3553489000137615, 3.339682790320513, 3.3293461547338006, 3.325260721657636, 3.327186513100133, 3.316237767832598, 3.313883692073462, 3.313805541789879, 3.3058390736682894, 3.313742812947446, 3.302653535259106, 3.298761741016509, 3.3161818570667596, 3.3077544871436677, 3.300672556307029, 3.309208635801254, 3.3122006179529446, 3.3212461016087973, 3.30961574101769]",44.26952290534973,20.0
10,20,0.1,1,0.001,3.392646959452312,0.01808059384941675,0.029406318907909575,0.013601557728763957,0.023877188289568824,"[3.446537512554718, 3.3593296744598384, 3.339676076769475, 3.3261171332964863, 3.32607773002299]",8.8596830368042,5.0
20,20,0.001,0.01,1e-05,3.4633989378691092,0.08983739837398375,0.09989016815633996,0.05212381237417878,0.052964767685489675,"[3.4464035884626583, 3.4444864507056603, 3.4422284561694894, 3.439679663395303, 3.4368616652253707, 3.433887931983015, 3.4308077929950427, 3.427745433606363, 3.4246757823831517, 3.421671982015737, 3.4187459172489145, 3.415920146206055, 3.4131200880671084, 3.4104644177006813, 3.407819465662805, 3.4053441629272907, 3.4029465145617497, 3.4006357759275803, 3.398325767783995, 3.3961772945250925]",42.26473331451416,20.0
20,20,0.001,0.01,0.001,3.4634462462885387,0.09125132555673383,0.10309843626386574,0.05148699021339255,0.0534815087004402,"[3.446404348977111, 3.4445602967942093, 3.442299191680046, 3.439765141737976, 3.436852606869112, 3.433841263526316, 3.430768516810252, 3.4277183700248837, 3.4246324474964216, 3.421613079817871, 3.4186643285626825, 3.4158415386630687, 3.4130822731884396, 3.410438853503987, 3.4078975893222667, 3.4054489736114486, 3.4030211716190064, 3.400667284704544, 3.398409265472566, 3.396226616222081]",43.663573026657104,20.0
20,20,0.001,0.1,1e-05,3.4660672530853245,0.08663838812301165,0.09859827635543436,0.04932333736592393,0.05269897168136484,"[3.446410877751629, 3.444475644188233, 3.4422775647858956, 3.439683336570307, 3.4369600311844324, 3.4341317805181775, 3.4310776054875323, 3.428086986274956, 3.425188032174566, 3.4223670902844834, 3.41966901141222, 3.417027566453475, 3.4144813502093396, 3.4120185252696777, 3.4096809211423227, 3.407484388343236, 3.405292356744589, 3.403201043906472, 3.4011318396533707, 3.399173091017487]",42.019195556640625,20.0
20,20,0.001,0.1,0.001,3.465932491457525,0.08738069989395546,0.09909146762275077,0.04920571638709269,0.052030323003195655,"[3.44641727142304, 3.4444981047006054, 3.4422590558167623, 3.4397038001121554, 3.436931302820769, 3.434033905078983, 3.4310649043378207, 3.4281694848809083, 3.4253152578843435, 3.422406378199761, 3.41964507835157, 3.4169860178986635, 3.4144875680396933, 3.4120162423860174, 3.4096848334385013, 3.4073513572515415, 3.4051917534411205, 3.4030850761300506, 3.4010385021386047, 3.3990501715163015]",42.19914245605469,20.0
20,20,0.001,1,1e-05,3.4765413919902435,0.03294450335807706,0.04108931306704371,0.034130247142087955,0.044416169133339484,"[3.446411827134552, 3.4445962526368854, 3.442510638785118, 3.440165984524504, 3.4377567429016707, 3.435342427608797, 3.433074206606856, 3.4308523877643666, 3.4288203295582003, 3.42693217003019, 3.424972385995674, 3.4231623209360604, 3.4214896463558375, 3.419830830734198, 3.418307666535259, 3.4168745199230126, 3.4154639448969055, 3.4140568698189973, 3.412770176602648, 3.411482404733372]",45.06237721443176,20.0
20,20,0.001,1,0.001,3.476555448149219,0.03299752562743019,0.040187934488040526,0.034130247142087955,0.04216538136003164,"[3.446412082752324, 3.4446721006136207, 3.4426177945882066, 3.440250467857636, 3.437844979076931, 3.435423707252386, 3.433131587757439, 3.430852597161689, 3.4288070001701363, 3.4268339636253127, 3.4249713418827437, 3.4232883978906883, 3.421612961203804, 3.419968960168082, 3.4184218203304955, 3.4168915906955806, 3.4155427678501455, 3.41415175728636, 3.41286327503164, 3.4114986385069765]",46.20438623428345,20.0
20,20,0.01,0.01,1e-05,3.3524518781431483,0.09809119830328739,0.10577858573616793,0.051361635174149343,0.04938912850611517,"[3.4464028818049375, 3.418925521880717, 3.3940579582858046, 3.3757219196244006, 3.363141545107533, 3.3508603898605442, 3.342112953933673, 3.333591853940044, 3.32675223445121, 3.3196546694924676, 3.3158786948718735, 3.309226991067977, 3.303915414716261, 3.299930749880907, 3.295980936564005, 3.291075654900403, 3.2869477398942246, 3.2842842962272365, 3.281882876148212, 3.278662124569346]",38.38552188873291,20.0
20,20,0.01,0.01,0.001,3.3512697634307442,0.09149876281371509,0.09984766617852514,0.05133364525030081,0.050650770660172414,"[3.446418023282319, 3.4194342819965104, 3.3938501337413816, 3.375264745324442, 3.3610566407761064, 3.350799889079509, 3.341935952055134, 3.3315984488915573, 3.3268810662176223, 3.320655963267221, 3.3139379354610257, 3.308813445763734, 3.302566521277071, 3.298893224128244, 3.2948805715964755, 3.290377966039574, 3.2877196368112886, 3.283312150212988, 3.280351860044612, 3.277490272767827]",45.26189661026001,20.0
20,20,0.01,0.1,1e-05,3.377875394120628,0.042541534110993276,0.054385699136494464,0.025962893207460935,0.03297234445645985,"[3.4464104300256198, 3.417720500086511, 3.397603853188759, 3.380600712081173, 3.368373042526456, 3.3597467902162386, 3.3518039021821218, 3.3451611436522355, 3.342578530981743, 3.335966131035009, 3.3328546747480567, 3.3298547552967745, 3.3274355565307703, 3.324006156788818, 3.321441652489572, 3.317970553476923, 3.3145825064328016, 3.311562256258529, 3.311120786041162, 3.3086170590672643]",42.387510776519775,20.0
20,20,0.01,0.1,0.001,3.378057303140997,0.03948391657829622,0.05082815734989648,0.025568152571220273,0.032321031799693596,"[3.44641114489602, 3.418033777247485, 3.397039202072111, 3.3801821440043995, 3.3683557605246692, 3.3601670997451536, 3.3521419829510415, 3.346751373225747, 3.3420593313693523, 3.3367036330148365, 3.3313912985206766, 3.3299474993597276, 3.3257230251328616, 3.323728176722152, 3.321286513842581, 3.317824184390579, 3.3167481958210936, 3.314548263489445, 3.3131971221951098, 3.308849777690543]",39.88394784927368,20.0
20,20,0.01,1,1e-05,3.4094165605712274,0.02170378225521386,0.02930069518086485,0.023351222099445998,0.030827987565257897,"[3.446411563439725, 3.423475236299057, 3.409768425760267, 3.398644895761039, 3.3923818528402694, 3.38563613921636, 3.3789235757422555, 3.3747755722018122, 3.369992798291014, 3.3639576328520886, 3.363201607078659, 3.3605673391921167, 3.35738522858545, 3.35430830478241, 3.351787272391542, 3.3480883874678473, 3.3468354284741326, 3.3469128811320954, 3.344134775583907, 3.3429806499581813]",44.97536849975586,20.0
20,20,0.01,1,0.001,3.4106680994243597,0.022587486744432658,0.03237388274503863,0.024234059301179035,0.035707780941457136,"[3.446409691070693, 3.424078415085796, 3.4111220323768663, 3.397675204198184, 3.390361865836597, 3.383776024423634, 3.3798586497086056, 3.374334258338584, 3.3698090490885693, 3.3650921251125325, 3.3617811974250547, 3.359925823984744, 3.3558529876159553, 3.354075410442572, 3.352638440621783, 3.349829935988081, 3.3476230250650465, 3.3466208904544668, 3.343842020210885, 3.344145223933948]",46.558154821395874,20.0
20,20,0.1,0.01,1e-05,,0.0,0.0,0.006127292662041702,0.007123895199632917,"[3.446401330850736, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",42.518248558044434,20.0
20,20,0.1,0.01,0.001,,0.0,0.0,0.006127292662041702,0.007123895199632917,"[3.4464074156648854, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",41.63790440559387,20.0
20,20,0.1,0.1,1e-05,3.340038983181235,0.0644220572640509,0.07206441784914744,0.03358201165744385,0.03221028061720955,"[3.4464138294139337, 3.3279670337946192, 3.293690727843793, 3.2834898917956656, 3.267524463946607, 3.2520401047309346, 3.261639225979714, 3.263492387301409, 3.257748707574039, 3.25034384615443, 3.2583194725475164, 3.2482711695663693, 3.246188964591008, 3.245110033271896, 3.253880019224501, 3.259184335765603, 3.2547023359881733, 3.2494682977142237, 3.256502811715378, 3.2647384614367465]",43.91784405708313,20.0
20,20,0.1,0.1,0.001,3.3287391713852053,0.06733828207847296,0.07481315962227945,0.032460777963765924,0.03246910238370036,"[3.446414313364067, 3.331773638558965, 3.30164038772511, 3.279870088322357, 3.2582241794395506, 3.26070034215398, 3.262183272227, 3.2503094324489967, 3.2621345429329844, 3.252422932506083, 3.247137682229926, 3.249258722712674, 3.2582007640823716, 3.254718954180573, 3.2627770843699504, 3.2534006169054623, 3.24788206086352, 3.2513069255054696, 3.2534082478957362, 3.2533182883868914]",37.17181897163391,20.0
20,20,0.1,1,1e-05,3.3830176293551593,0.010710498409331921,0.01166489925768823,0.007956988003740298,0.006510713902466482,"[3.446405591482819, 3.368037655836332, 3.3526315501834842, 3.3249004168470244, 3.3234950375135495, 3.325809996020932, 3.3008575652050607, 3.299208519588156, 3.306078659275143, 3.3055937695446334, 3.3141580376921134, 3.31009755806508, 3.318026596500816, 3.317468452803842, 3.319360817418692, 3.305331045623849, 3.311025547780039, 3.2952980693754483, 3.3141405737400365, 3.315747159402056]",47.927576303482056,20.0
20,20,0.1,1,0.001,3.3836547565549955,0.01617179215270413,0.021662542712383645,0.012019383396994094,0.013989029073738992,"[3.4463992412052145, 3.3701596338571433, 3.336089260389419, 3.3323882573325396, 3.3192994236290225, 3.3176995424312854, 3.316708886990029]",12.569797039031982,7.0
