Latent_factors,Iterations,Learning_Rate,Regularization,BatchSize,Convergence,RMSE,MRR_5,MRR_10,NDCG_5,NDCG_10,History,Time,IterPerformed
10,2,0.1,0.01,100,1e-05,3.5081003534406894,0.0,0.0,0.057786969451475045,0.05410992475493105,"[3.4465080222109563, 3.445752569466027]",7.34716796875,2.0
10,2,0.1,0.01,200,1e-05,3.5080298828641303,0.0,0.0,0.05300134006973916,0.04924681561633052,"[3.44656118410723, 3.445713287229882]",6.713827133178711,2.0
10,2,0.1,0.01,400,1e-05,3.5082149274428045,0.0,0.0,0.04989455443614865,0.04793410081255972,"[3.4465557660513926, 3.4458653333504814]",6.656392335891724,2.0
10,2,0.1,0.1,20,1e-05,3.5081554363464877,0.0,0.0,0.05736815963346351,0.05225705356105366,"[3.4465896950658608, 3.445835660019458]",6.93907904624939,2.0
10,2,0.1,0.1,100,1e-05,3.5080598430729557,0.0,0.0,0.05615736152751587,0.051176560566875404,"[3.4465094969213803, 3.4457350888068956]",7.271899223327637,2.0
10,2,0.1,0.1,200,1e-05,3.508019679807619,0.0,0.0,0.05608346236264814,0.050619852067967805,"[3.446527591397879, 3.4457021739716542]",7.676419258117676,2.0
10,2,0.1,0.1,400,1e-05,3.508078248245119,0.0,0.0,0.052652339731537406,0.04809801140983491,"[3.446512492748234, 3.445748302115821]",6.408442974090576,2.0
10,2,0.1,1,20,1e-05,3.508120637164779,0.0,0.0,0.05386664326735497,0.05008509901500419,"[3.4465890011773617, 3.445811202166517]",6.441261053085327,2.0
10,2,0.1,1,100,1e-05,3.507989300365543,0.0,0.0,0.05107319609318825,0.049338281920340864,"[3.446542942673723, 3.445688326935779]",7.161701440811157,2.0
10,2,0.1,1,200,1e-05,3.507994759096841,0.0,0.0,0.05591763778953754,0.05178744743365626,"[3.4465230867074004, 3.4456773543075494]",7.3674774169921875,2.0
10,2,0.1,1,400,1e-05,3.5079898128618785,0.0,0.0,0.05113804914842184,0.04833415265662044,"[3.4464879440122664, 3.4456708252988815]",7.293078184127808,2.0
20,2,0.001,0.01,20,1e-05,3.5082545803573217,0.0,0.0,0.008337275037387553,0.008647978690217663,"[3.446405256424771, 3.446398190992965]",6.878873348236084,2.0
20,2,0.001,0.01,100,1e-05,3.5082433233900328,0.0,0.0,0.007889013270890683,0.008362491697510296,"[3.446391764337256, 3.4463848141459064]",8.79852557182312,2.0
20,2,0.001,0.01,200,1e-05,3.508252136801518,0.0,0.0,0.008544771000397746,0.009790955256026376,"[3.446401203522681, 3.4463955038224525]",7.05609917640686,2.0
20,2,0.001,0.01,400,1e-05,3.508256434814152,0.0,0.0,0.009990135512476952,0.010118369933532592,"[3.4464109657931234, 3.446403819072268]",7.006154775619507,2.0
20,2,0.001,0.1,20,1e-05,3.5082504994577204,0.0,0.0,0.011367335884091907,0.011096979470395129,"[3.4464070088551924, 3.4464000804414052]",6.9698450565338135,2.0
20,2,0.001,0.1,100,1e-05,3.5082621371972174,0.0,0.0,0.011096451716736065,0.010960050017558133,"[3.4464143595495944, 3.4464069234202728]",6.868504524230957,2.0
20,2,0.001,0.1,200,1e-05,3.508263480713931,0.0,0.0,0.009134247867622325,0.009387906151814432,"[3.4464163179961753, 3.446410064047223]",6.930395126342773,2.0
20,2,0.001,0.1,400,1e-05,3.508268507078351,0.0,0.0,0.008819077872095136,0.009755348905814778,"[3.4464213232722796, 3.4464140868453006]",7.353888750076294,2.0
20,2,0.001,1,20,1e-05,3.508255960301392,0.0,0.0,0.008698184542840603,0.009175775444173948,"[3.4464110446909486, 3.446403474780057]",7.076023101806641,2.0
20,2,0.001,1,100,1e-05,3.508248172291715,0.0,0.0,0.007754157086776541,0.008258851074022841,"[3.446405019607003, 3.4463970954662386]",8.321011066436768,2.0
20,2,0.001,1,200,1e-05,3.5082630030611917,0.0,0.0,0.008563078856151811,0.009227758537247843,"[3.446414061447801, 3.4464064019223724]",8.186056137084961,2.0
20,2,0.001,1,400,1e-05,3.508239419770985,0.0,0.0,0.0089434204175081,0.00835910926199389,"[3.44639538906741, 3.4463892403535508]",7.5850255489349365,2.0
20,2,0.01,0.01,20,1e-05,3.508248699649129,0.0,0.0,0.014269969953221237,0.014176031399820469,"[3.446414036737074, 3.4463468535484854]",7.2909770011901855,2.0
20,2,0.01,0.01,100,1e-05,3.508241733573281,0.0,0.0,0.01792396562773095,0.01647821175829637,"[3.4464154329081684, 3.4463379182095957]",6.81751561164856,2.0
20,2,0.01,0.01,200,1e-05,3.5082420853165197,0.0,0.0,0.01698305263869154,0.015591422099357549,"[3.4464093475555937, 3.4463403576723257]",7.067495107650757,2.0
20,2,0.01,0.01,400,1e-05,3.5082275690318605,0.0,0.0,0.017045466372423143,0.016270514633335974,"[3.446405345229961, 3.44632446786676]",7.1094300746917725,2.0
20,2,0.01,0.1,20,1e-05,3.5082214104830185,0.0,0.0,0.01602382851127602,0.014749449866938895,"[3.4463999965966896, 3.446320189107821]",7.504417657852173,2.0
20,2,0.01,0.1,100,1e-05,3.5082279506625045,0.0,0.0,0.011811986632529688,0.013224581406505438,"[3.446395829758197, 3.446326508072227]",7.257790803909302,2.0
20,2,0.01,0.1,200,1e-05,3.508238074684947,0.0,0.0,0.015068997361040195,0.014905097208462881,"[3.4464137438581974, 3.446337245635025]",7.521332263946533,2.0
20,2,0.01,0.1,400,1e-05,3.5082369380548446,0.0,0.0,0.014828704284202942,0.015006076502979684,"[3.446409428127217, 3.446334787006842]",7.038729906082153,2.0
20,2,0.01,1,20,1e-05,3.508240529217192,0.0,0.0,0.015688359048729887,0.015743629204488165,"[3.4464123532812616, 3.4463366522622922]",7.402535915374756,2.0
20,2,0.01,1,100,1e-05,3.5082265873312175,0.0,0.0,0.01422069274831103,0.014898318419502652,"[3.4463957073515816, 3.446323129624633]",7.4430670738220215,2.0
20,2,0.01,1,200,1e-05,3.5082347448541995,0.0,0.0,0.013764032361625633,0.014473216013251605,"[3.4464053661948304, 3.4463320298451254]",6.985687017440796,2.0
20,2,0.01,1,400,1e-05,3.508244314080198,0.0,0.0,0.011834323069049475,0.012726822235200249,"[3.44640533693049, 3.4463425662547045]",7.436258554458618,2.0
20,2,0.1,0.01,20,1e-05,3.5078720837125696,0.0,0.0,0.07328560031522548,0.07355312284331378,"[3.446417496716781, 3.445543066656286]",6.8696129322052,2.0
20,2,0.1,0.01,100,1e-05,3.508103608189124,0.0,0.0,0.0765320563382271,0.0730805203574579,"[3.446403866152922, 3.445751365182117]",6.755493640899658,2.0
20,2,0.1,0.01,200,1e-05,3.5079141028013976,0.0,0.0,0.07750975302505378,0.07466653645394354,"[3.446404450315376, 3.445572543090896]",6.883169889450073,2.0
20,2,0.1,0.01,400,1e-05,3.5079895008621755,0.0,0.0,0.07645020670435293,0.07429553983340317,"[3.4463972932667604, 3.445647316369884]",7.105714559555054,2.0
20,2,0.1,0.1,20,1e-05,3.5080139555663625,0.0,0.0,0.07558809155609657,0.07371667761648798,"[3.446414987950798, 3.4456691064522555]",7.120449542999268,2.0
20,2,0.1,0.1,100,1e-05,3.5079684682294645,0.0,0.0,0.07770599950661249,0.07315610919105008,"[3.446411133742831, 3.4456327675629486]",7.454731225967407,2.0
20,2,0.1,0.1,200,1e-05,3.5079896749961397,0.0,0.0,0.0725139330578652,0.07141693779850763,"[3.446419213838377, 3.4456530587238348]",6.7702226638793945,2.0
20,2,0.1,0.1,400,1e-05,3.50783923206484,0.0,0.0,0.07430257078310687,0.07298247296129662,"[3.446412350983074, 3.445506660852809]",7.016865968704224,2.0
20,2,0.1,1,20,1e-05,3.508010205806143,0.0,0.0,0.07288327615674278,0.07089256385955849,"[3.446409811415101, 3.4456859930747754]",7.316676378250122,2.0
20,2,0.1,1,100,1e-05,3.507839582618226,0.0,0.0,0.07074861524946623,0.06984929254263486,"[3.4464054570009828, 3.445525369002971]",7.058851480484009,2.0
20,2,0.1,1,200,1e-05,3.5078819366282157,0.0,0.0,0.07178929614898488,0.07158107530246129,"[3.446415489238491, 3.4455671151796894]",6.696103572845459,2.0
20,2,0.1,1,400,1e-05,3.5079986179514018,0.0,0.0,0.07793286688882421,0.07326392872422595,"[3.4464173789466575, 3.4456724245753967]",6.890311002731323,2.0
